ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
USTR,USSS,USTR | TJM | Тюмень | Рощино,USSS | SVX | Екатеринбург | Кольцово,279
USTR,USII,USTR | TJM | Тюмень | Рощино,USII | IJK | Ижевск,720
USTR,USKK,USTR | TJM | Тюмень | Рощино,USKK | KVX | Киров | Победилово,958
USTR,USRK,USTR | TJM | Тюмень | Рощино,USRK | KGP | Когалым,760
USTR,USUU,USTR | TJM | Тюмень | Рощино,USUU | KRO | Курган,189
USTR,USCM,USTR | TJM | Тюмень | Рощино,USCM | MQF | Магнитогорск,592
USTR,USNN,USTR | TJM | Тюмень | Рощино,USNN | NJC | Нижневартовск | Нижневартовск,764
USTR,UWKE,USTR | TJM | Тюмень | Рощино,UWKE | NBC | Нижнекамск | Бегишево,835
USTR,USRO,USTR | TJM | Тюмень | Рощино,USRO | NOJ | Ноябрьск,865
USTR,UNOO,USTR | TJM | Тюмень | Рощино,UNOO | OMS | Омск Центральный,554
USTR,UWOO,USTR | TJM | Тюмень | Рощино,UWOO | REN | Оренбург,874
USTR,UWOR,USTR | TJM | Тюмень | Рощино,UWOR | OSW | Орск,808
USTR,USPP,USTR | TJM | Тюмень | Рощино,USPP | PEE | Пермь | Большое Савино,562
USTR,USRR,USTR | TJM | Тюмень | Рощино,USRR | SGC | Сургут,653
USTR,UUYY,USTR | TJM | Тюмень | Рощино,UUYY | SCW | Сыктывкар,958
USTR,UWUU,USTR | TJM | Тюмень | Рощино,UWUU | UFA | Уфа,658
USTR,USHH,USTR | TJM | Тюмень | Рощино,USHH | HMA | Ханты-Мансийск,480
USTR,USCC,USTR | TJM | Тюмень | Рощино,USCC | CEK | Челябинск | Баландино,315
UIUU,UIKB,UIUU | UUD | Улан-Удэ | Байкал,UIKB | ODO | Бодайбо,802
UIUU,UIBB,UIUU | UUD | Улан-Удэ | Байкал,UIBB | BTK | Братск,631
UIUU,UIII,UIUU | UUD | Улан-Удэ | Байкал,UIII | IKT | Иркутск,215
UIUU,UIKK,UIUU | UUD | Улан-Удэ | Байкал,UIKK | KCK | Киренск,664
UIUU,UNKI,UIUU | UUD | Улан-Удэ | Байкал,UNKI | Кодинск,912
UIUU,UNKY,UIUU | UUD | Улан-Удэ | Байкал,UNKY | KYZ | Кызыл,899
UIUU,UIUN,UIUU | UUD | Улан-Удэ | Байкал,UIUN | Нижнеангарск,466
UIUU,UIKG,UIUU | UUD | Улан-Удэ | Байкал,UIKG | Таксимо,704
UIUU,UECT,UIUU | UUD | Улан-Удэ | Байкал,UECT | TLK | Талакан,926
UIUU,UITT,UIUU | UUD | Улан-Удэ | Байкал,UITT | UKX | Усть-Кут | Усть-Кут,572
UIUU,UIAR,UIUU | UUD | Улан-Удэ | Байкал,UIAR | Чара,902
UIUU,UIAA,UIUU | UUD | Улан-Удэ | Байкал,UIAA | HTA | Чита | Кадала,404
UWLL,URWA,UWLL | ULV | Ульяновск | Баратаевка,URWA | ASF | Астрахань,888
UWLL,UWSB,UWLL | ULV | Ульяновск | Баратаевка,UWSB | BWO | Балаково | Малая Быковка,270
UWLL,UUOB,UWLL | ULV | Ульяновск | Баратаевка,UUOB | EGO | Белгород,886
UWLL,UUBP,UWLL | ULV | Ульяновск | Баратаевка,UUBP | BZK | Брянск,932
UWLL,URWW,UWLL | ULV | Ульяновск | Баратаевка,URWW | VOG | Волгоград | Гумрак,666
UWLL,ULWW,UWLL | ULV | Ульяновск | Баратаевка,ULWW | VGD | Вологда,752
UWLL,UUOO,UWLL | ULV | Ульяновск | Баратаевка,UUOO | VOZ | Воронеж | Чертовицкое,661
UWLL,USSS,UWLL | ULV | Ульяновск | Баратаевка,USSS | SVX | Екатеринбург | Кольцово,839
UWLL,UUBW,UWLL | ULV | Ульяновск | Баратаевка,UUBW | ZIA | Раменское | Жуковский,661
UWLL,UUBI,UWLL | ULV | Ульяновск | Баратаевка,UUBI | IWA | Иваново | Южный,547
UWLL,USII,UWLL | ULV | Ульяновск | Баратаевка,USII | IJK | Ижевск,436
UWLL,UWKJ,UWLL | ULV | Ульяновск | Баратаевка,UWKJ | JOK | Йошкар-Ола,272
UWLL,UWKD,UWLL | ULV | Ульяновск | Баратаевка,UWKD | KZN | Казань,163
UWLL,UUBC,UWLL | ULV | Ульяновск | Баратаевка,UUBC | KLF | Калуга | Грабцево,769
UWLL,USKK,UWLL | ULV | Ульяновск | Баратаевка,USKK | KVX | Киров | Победилово,476
UWLL,UUBA,UWLL | ULV | Ульяновск | Баратаевка,UUBA | KMW | Кострома | Сокеркино,596
UWLL,UUOK,UWLL | ULV | Ульяновск | Баратаевка,UUOK | URS | Курск | Восточный,846
UWLL,UUOL,UWLL | ULV | Ульяновск | Баратаевка,UUOL | LPK | Липецк,601
UWLL,USCM,UWLL | ULV | Ульяновск | Баратаевка,USCM | MQF | Магнитогорск,699
UWLL,UUWW,UWLL | ULV | Ульяновск | Баратаевка,UUWW | VKO | Москва | Внуково,716
UWLL,UUDD,UWLL | ULV | Ульяновск | Баратаевка,UUDD | DME | Москва | Домодедово,674
UWLL,UUEE,UWLL | ULV | Ульяновск | Баратаевка,UUEE | SVO | Москва | Шереметьево,714
UWLL,UWKE,UWLL | ULV | Ульяновск | Баратаевка,UWKE | NBC | Нижнекамск | Бегишево,286
UWLL,UWGG,UWLL | ULV | Ульяновск | Баратаевка,UWGG | GOJ | Нижний Новгород | Стригино,356
UWLL,UWOO,UWLL | ULV | Ульяновск | Баратаевка,UWOO | REN | Оренбург,557
UWLL,UWOR,UWLL | ULV | Ульяновск | Баратаевка,UWOR | OSW | Орск,785
UWLL,UWPP,UWLL | ULV | Ульяновск | Баратаевка,UWPP | PEZ | Пенза,247
UWLL,USPP,UWLL | ULV | Ульяновск | Баратаевка,USPP | PEE | Пермь | Большое Савино,632
UWLL,URRP,UWLL | ULV | Ульяновск | Баратаевка,URRP | ROV | Ростов-на-Дону | Платов,952
UWLL,UWWW,UWLL | ULV | Ульяновск | Баратаевка,UWWW | KUF | Самара | Курумоч,152
UWLL,UWPS,UWLL | ULV | Ульяновск | Баратаевка,UWPS | SKX | Саранск,197
UWLL,UWSG,UWLL | ULV | Ульяновск | Баратаевка,UWSG | Саратов | Гагарин,316
UWLL,UUYY,UWLL | ULV | Ульяновск | Баратаевка,UUYY | SCW | Сыктывкар,836
UWLL,UUOT,UWLL | ULV | Ульяновск | Баратаевка,UUOT | TBW | Тамбов | Донское,475
UWLL,UWUU,UWLL | ULV | Ульяновск | Баратаевка,UWUU | UFA | Уфа,497
UWLL,UWKS,UWLL | ULV | Ульяновск | Баратаевка,UWKS | CSY | Чебоксары,210
UWLL,USCC,UWLL | ULV | Ульяновск | Баратаевка,USCC | CEK | Челябинск | Баландино,860
UWLL,ULWC,UWLL | ULV | Ульяновск | Баратаевка,ULWC | CEE | Череповец,835
UWLL,URWI,UWLL | ULV | Ульяновск | Баратаевка,URWI | ESL | Элиста,920
UWLL,UUDL,UWLL | ULV | Ульяновск | Баратаевка,UUDL | IAR | Ярославль | Туношна,622
UUYS,ULDD,UUYS | USK | Усинск,ULDD | AMV | Амдерма,454
UUYS,ULAA,UUYS | USK | Усинск,ULAA | ARH | Архангельск | Талаги,789
UUYS,USDB,UUYS | USK | Усинск,USDB | BVJ | Бованенково,660
UUYS,ULDW,UUYS | USK | Усинск,ULDW | VRI | Варандей,319
UUYS,UUYW,UUYS | USK | Усинск,UUYW | VKT | Воркута,335
UUYS,USKK,UUYS | USK | Усинск,USKK | KVX | Киров | Победилово,932
UUYS,USRK,UUYS | USK | Усинск,USRK | KGP | Когалым,934
UUYS,USMM,UUYS | USK | Усинск,USMM | NYM | Надым,703
UUYS,ULAM,UUYS | USK | Усинск,ULAM | NNM | Нарьян-Мар,260
UUYS,USMU,UUYS | USK | Усинск,USMU | NUX | Новый Уренгой,864
UUYS,USRO,UUYS | USK | Усинск,USRO | NOJ | Ноябрьск,909
UUYS,USPP,UUYS | USK | Усинск,USPP | PEE | Пермь | Большое Савино,904
UUYS,USDA,UUYS | USK | Усинск,USDA | SBT | Сабетта,829
UUYS,USDD,UUYS | USK | Усинск,USDD | SLY | Салехард,419
UUYS,USRR,UUYS | USK | Усинск,USRR | SGC | Сургут,944
UUYS,UUYY,UUYS | USK | Усинск,UUYY | SCW | Сыктывкар,581
UUYS,USDS,UUYS | USK | Усинск,USDS | TQL | Тарко-Сале,950
UUYS,USDM,UUYS | USK | Усинск,USDM | Утренний,883
UUYS,USHH,UUYS | USK | Усинск,USHH | HMA | Ханты-Мансийск,802
UUYS,USMQ,UUYS | USK | Усинск,USMQ | Ямбург,801
UHPK,UHPZ,UHPK | Усть-Камчатск,UHPZ | Каменское,721
UHPK,UHMM,UHPK | Усть-Камчатск,UHMM | GDX | Магадан | Сокол,814
UHPK,UHPN,UHPK | Усть-Камчатск,UHPN | Манилы,711
UHPK,UHPM,UHPK | Усть-Камчатск,UHPM | Мильково,313
UHPK,UHPX,UHPK | Усть-Камчатск,UHPX | Никольское,241
UHPK,UHQO,UHPK | Усть-Камчатск,UHQO | Запорожье | Озерная,664
UHPK,UHMF,UHPK | Усть-Камчатск,UHMF | Омсукчан,796
UHPK,UHPD,UHPK | Усть-Камчатск,UHPD | Оссора,333
UHPK,UHPL,UHPK | Усть-Камчатск,UHPL | Палана,357
UHPK,ZD5W,UHPK | Усть-Камчатск,ZD5W | Парамушир,846
UHPK,UHPA,UHPK | Усть-Камчатск,UHPA | Пахачи,609
UHPK,UHPP,UHPK | Усть-Камчатск,UHPP | PKC | Петропавловск-Камчатский | Елизово,437
UHPK,UHMW,UHPK | Усть-Камчатск,UHMW | SWV | Северо-Эвенск,663
UHPK,UHMS,UHPK | Усть-Камчатск,UHMS | Сеймчан,941
UHPK,UHPS,UHPK | Усть-Камчатск,UHPS | Соболево | Соболево,477
UHPK,UHPG,UHPK | Усть-Камчатск,UHPG | Тигиль,295
UHPK,UHPT,UHPK | Усть-Камчатск,UHPT | Тиличики,501
UHPK,UHPU,UHPK | Усть-Камчатск,UHPU | Усть-Хайрюзово,377
UEBT,UEBB,UEBT | UKG | Усть-Куйга,UEBB | Батагай,266
UEBT,UESG,UEBT | UKG | Усть-Куйга,UESG | BGN | Белая Гора,447
UEBT,UENI,UEBT | UKG | Усть-Куйга,UENI | VHV | Верхневилюйск,991
UEBT,UENW,UEBT | UKG | Усть-Куйга,UENW | VYI | Вилюйск,923
UEBT,UEBD,UEBT | UKG | Усть-Куйга,UEBD | Депутатский,178
UEBT,UEVV,UEBT | UKG | Усть-Куйга,UEVV | ZIX | Жиганск,617
UEBT,UESU,UEBT | UKG | Усть-Куйга,UESU | ZKP | Зырянка,794
UEBT,UEMM,UEBT | UKG | Усть-Куйга,UEMM | GYG | Маган,922
UEBT,UEMA,UEBT | UKG | Усть-Куйга,UEMA | MQJ | Мома,506
UEBT,UERO,UEBT | UKG | Усть-Куйга,UERO | ONK | Оленек,924
UEBT,UEBS,UEBT | UKG | Усть-Куйга,UEBS | SUK | Саккырыр,325
UEBT,UEMS,UEBT | UKG | Усть-Куйга,UEMS | Сангар,762
UEBT,UERS,UEBT | UKG | Усть-Куйга,UERS | SYS | Саскылах,808
UEBT,UESK,UEBT | UKG | Усть-Куйга,UESK | SEK | Среднеколымск,781
UEBT,UEST,UEBT | UKG | Усть-Куйга,UEST | IKS | Тикси,310
UEBT,UEMT,UEBT | UKG | Усть-Куйга,UEMT | USR | Усть-Нера,687
UEBT,UEMH,UEBT | UKG | Усть-Куйга,UEMH | KDY | Хандыга | Теплый Ключ,807
UEBT,UESO,UEBT | UKG | Усть-Куйга,UESO | CKH | Чокурдах,465
UEBT,UEEE,UEBT | UKG | Усть-Куйга,UEEE | YKS | Якутск,920
UITT,UNAA,UITT | UKX | Усть-Кут | Усть-Кут,UNAA | ABA | Абакан,972
UITT,UNIB,UITT | UKX | Усть-Кут | Усть-Кут,UNIB | Байкит,756
UITT,UIKB,UITT | UKX | Усть-Кут | Усть-Кут,UIKB | ODO | Бодайбо,523
UITT,UIBB,UITT | UKX | Усть-Кут | Усть-Кут,UIBB | BTK | Братск,253
UITT,UNIW,UITT | UKX | Усть-Кут | Усть-Кут,UNIW | Ванавара,437
UITT,UNII,UITT | UKX | Усть-Кут | Усть-Кут,UNII | EIE | Енисейск,830
UITT,UIKE,UITT | UKX | Усть-Кут | Усть-Кут,UIKE | ERG | Ербогачен,509
UITT,UIII,UITT | UKX | Усть-Кут | Усть-Кут,UIII | IKT | Иркутск,518
UITT,UIKK,UITT | UKX | Усть-Кут | Усть-Кут,UIKK | KCK | Киренск,173
UITT,UNKI,UITT | UKX | Усть-Кут | Усть-Кут,UNKI | Кодинск,435
UITT,UNKL,UITT | UKX | Усть-Кут | Усть-Кут,UNKL | KJA | Красноярск | Емельяново,817
UITT,UNKY,UITT | UKX | Усть-Кут | Усть-Кут,UNKY | KYZ | Кызыл,935
UITT,UERL,UITT | UKX | Усть-Кут | Усть-Кут,UERL | ULK | Ленск | Ленск,678
UITT,UERR,UITT | UKX | Усть-Кут | Усть-Кут,UERR | MJZ | Мирный,785
UITT,UNIM,UITT | UKX | Усть-Кут | Усть-Кут,UNIM | Мотыгино,673
UITT,UIUN,UITT | UKX | Усть-Кут | Усть-Кут,UIUN | Нижнеангарск,266
UITT,UENN,UITT | UKX | Усть-Кут | Усть-Кут,UENN | NYR | Нюрба,1000
UITT,UEMO,UITT | UKX | Усть-Кут | Усть-Кут,UEMO | OLZ | Олёкминск,940
UITT,UNIS,UITT | UKX | Усть-Кут | Усть-Кут,UNIS | Северо-Енисейск,834
UITT,UENS,UITT | UKX | Усть-Кут | Усть-Кут,UENS | SUY | Сунтар,895
UITT,UIKG,UITT | UKX | Усть-Кут | Усть-Кут,UIKG | Таксимо,567
UITT,UECT,UITT | UKX | Усть-Кут | Усть-Кут,UECT | TLK | Талакан,458
UITT,UNIT,UITT | UKX | Усть-Кут | Усть-Кут,UNIT | Тура-Горный,881
UITT,UIUU,UITT | UKX | Усть-Кут | Усть-Кут,UIUU | UUD | Улан-Удэ | Байкал,572
UITT,UIAR,UITT | UKX | Усть-Кут | Усть-Кут,UIAR | Чара,763
UITT,UIAA,UITT | UKX | Усть-Кут | Усть-Кут,UIAA | HTA | Чита | Кадала,727
UEMU,UEEA,UEMU | UMS | Усть-Мая,UEEA | ADH | Алдан,547
UEMU,UHNA,UEMU | UMS | Усть-Мая,UHNA | Аян | Мунук,485
UEMU,UEBB,UEMU | UMS | Усть-Мая,UEBB | Батагай,812
UEMU,UHNB,UEMU | UMS | Усть-Мая,UHNB | BQG | Богородское,961
UEMU,UHHG,UEMU | UMS | Усть-Мая,UHHG | Бомнак,711
UEMU,UENI,UEMU | UMS | Усть-Мая,UENI | VHV | Верхневилюйск,818
UEMU,UENW,UEMU | UMS | Усть-Мая,UENW | VYI | Вилюйск,764
UEMU,UEVV,UEMU | UMS | Усть-Мая,UEVV | ZIX | Жиганск,901
UEMU,UHBE,UEMU | UMS | Усть-Мая,UHBE | Зея | Зея,865
UEMU,UHMM,UEMU | UMS | Усть-Мая,UHMM | GDX | Магадан | Сокол,904
UEMU,UEMM,UEMU | UMS | Усть-Мая,UEMM | GYG | Маган,326
UEMU,UEMA,UEMU | UMS | Усть-Мая,UEMA | MQJ | Мома,808
UEMU,UELL,UEMU | UMS | Усть-Мая,UELL | NER | Нерюнгри | Чульман,672
UEMU,UHNN,UEMU | UMS | Усть-Мая,UHNN | NLI | Николаевск-на-Амуре,886
UEMU,UENN,UEMU | UMS | Усть-Мая,UENN | NYR | Нюрба,906
UEMU,UEMO,UEMU | UMS | Усть-Мая,UEMO | OLZ | Олёкминск,768
UEMU,UHSH,UEMU | UMS | Усть-Мая,UHSH | OHH | Оха | Новостройка,917
UEMU,UHOO,UEMU | UMS | Усть-Мая,UHOO | OHO | Охотск,493
UEMU,UEBS,UEMU | UMS | Усть-Мая,UEBS | SUK | Саккырыр,851
UEMU,UEMS,UEMU | UMS | Усть-Мая,UEMS | Сангар,542
UEMU,UHMS,UEMU | UMS | Усть-Мая,UHMS | Сеймчан,991
UEMU,UENS,UEMU | UMS | Усть-Мая,UENS | SUY | Сунтар,921
UEMU,UHBW,UEMU | UMS | Усть-Мая,UHBW | TYD | Тында | Тында,803
UEMU,UEMT,UEMU | UMS | Усть-Мая,UEMT | USR | Усть-Нера,646
UEMU,UEMH,UEMU | UMS | Усть-Мая,UEMH | KDY | Хандыга | Теплый Ключ,299
UEMU,UHNH,UEMU | UMS | Усть-Мая,UHNH | Херпучи,864
UEMU,UHHY,UEMU | UMS | Усть-Мая,UHHY | Чумикан,632
UEMU,UHBP,UEMU | UMS | Усть-Мая,UHBP | Экимчан | Экимчан,815
UEMU,UEEE,UEMU | UMS | Усть-Мая,UEEE | YKS | Якутск,316
UEMT,UHNA,UEMT | USR | Усть-Нера,UHNA | Аян | Мунук,945
UEMT,UEBB,UEMT | USR | Усть-Нера,UEBB | Батагай,513
UEMT,UESG,UEMT | USR | Усть-Нера,UESG | BGN | Белая Гора,467
UEMT,UEBD,UEMT | USR | Усть-Нера,UEBD | Депутатский,557
UEMT,UEVV,UEMT | USR | Усть-Нера,UEVV | ZIX | Жиганск,937
UEMT,UESU,UEMT | USR | Усть-Нера,UESU | ZKP | Зырянка,388
UEMT,UHMM,UEMT | USR | Усть-Нера,UHMM | GDX | Магадан | Сокол,650
UEMT,UEMM,UEMT | USR | Усть-Нера,UEMM | GYG | Маган,729
UEMT,UEMA,UEMT | USR | Усть-Нера,UEMA | MQJ | Мома,212
UEMT,UHMN,UEMT | USR | Усть-Нера,UHMN | Омолон,826
UEMT,UHMF,UEMT | USR | Усть-Нера,UHMF | Омсукчан,669
UEMT,UHOO,UEMT | USR | Усть-Нера,UHOO | OHO | Охотск,572
UEMT,UEBS,UEMT | USR | Усть-Нера,UEBS | SUK | Саккырыр,676
UEMT,UEMS,UEMT | USR | Усть-Нера,UEMS | Сангар,761
UEMT,UHMW,UEMT | USR | Усть-Нера,UHMW | SWV | Северо-Эвенск,858
UEMT,UHMS,UEMT | USR | Усть-Нера,UHMS | Сеймчан,493
UEMT,UESK,UEMT | USR | Усть-Нера,UESK | SEK | Среднеколымск,580
UEMT,UEST,UEMT | USR | Усть-Нера,UEST | IKS | Тикси,987
UEMT,UEBT,UEMT | USR | Усть-Нера,UEBT | UKG | Усть-Куйга,687
UEMT,UEMU,UEMT | USR | Усть-Нера,UEMU | UMS | Усть-Мая,646
UEMT,UEMH,UEMT | USR | Усть-Нера,UEMH | KDY | Хандыга | Теплый Ключ,366
UEMT,UESS,UEMT | USR | Усть-Нера,UESS | CYX | Черский,927
UEMT,UESO,UEMT | USR | Усть-Нера,UESO | CKH | Чокурдах,707
UEMT,UEEE,UEMT | USR | Усть-Нера,UEEE | YKS | Якутск,720
UHPU,UHPZ,UHPU | Усть-Хайрюзово,UHPZ | Каменское,798
UHPU,UHMM,UHPU | Усть-Хайрюзово,UHMM | GDX | Магадан | Сокол,469
UHPU,UHPN,UHPU | Усть-Хайрюзово,UHPN | Манилы,768
UHPU,UHPM,UHPU | Усть-Хайрюзово,UHPM | Мильково,292
UHPU,UHPX,UHPU | Усть-Хайрюзово,UHPX | Никольское,616
UHPU,UHQO,UHPU | Усть-Хайрюзово,UHQO | Запорожье | Озерная,623
UHPU,UHMN,UHPU | Усть-Хайрюзово,UHMN | Омолон,929
UHPU,UHMF,UHPU | Усть-Хайрюзово,UHMF | Омсукчан,599
